name,zoom,individualId,lat,lng,areaId,URL,notes,icon,whether,type
東毛漁協広瀬川釣り場,16,L57,36.270107,139.245671,SAITAMAGUNMA_GUNMA,,東毛漁業協同組合,spot,,substitute
矢納フィッシングパーク,,1,36.120592,139.025237,SAITAMAGUNMA_GUNMA,,埼玉県児玉郡神川町矢納４７５,fish3
中里フィッシングクラブ,,2,36.16461,139.175844,SAITAMAGUNMA_GUNMA,,埼玉県児玉郡美里町中里２７１,fish3
"癒しの里 おかべ農園",,3,36.202748,139.20962,SAITAMAGUNMA_GUNMA,,埼玉県深谷市後榛沢１０１４−８,fish4
おさかなクレオ,,4,36.125592,139.278872,SAITAMAGUNMA_GUNMA,,埼玉県深谷市畠山１８０７,fish4
寄居フィッシング,,5,36.115327,139.2702,SAITAMAGUNMA_GUNMA,,埼玉県大里郡寄居町赤浜２５３８,fish3
風布にじます釣り堀センター,,6,36.098259,139.149426,SAITAMAGUNMA_GUNMA,,埼玉県大里郡寄居町風布１９５５,fish3
あしがくぼ渓谷国際釣場,,7,35.974664,139.148267,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡横瀬町芦ケ久保１０２８,fish3
小松沢レジャー農園,,8,35.981615,139.114322,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡横瀬町横瀬１４０８,fish3
刈米マスつり場,,9,35.983771,139.116099,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡横瀬町横瀬７５８４−１,fish3
ウォーターパーク長瀞,,10,36.081344,139.106446,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡皆野町金崎１９１８−１,fish3
奥秩父山麓ビレッジ両神ベース釣り堀,,11,35.99771,138.874682,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡小鹿野町両神小森５４３２,fish3
長瀞フィッシングセンター,,12,36.115303,139.119245,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡長瀞町井戸１１２,fish3
世界一小さな釣り堀センター,,13,36.047559,139.174672,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡東秩父村坂本２４０３,fish3
水輪フィッシングセンター,,14,36.07042,139.177286,SAITAMAGUNMA_GUNMA,,埼玉県秩父郡東秩父村大内沢３６９−２,fish3
浦山渓流フィッシングセンター,,15,35.895415,139.100059,SAITAMAGUNMA_GUNMA,,埼玉県秩父市浦山３２３５−１,fish3
秩父フライフィールド,,16,35.959492,139.05264,SAITAMAGUNMA_GUNMA,,埼玉県秩父市荒川久那４００１−１,fish3
大波見釣堀センター,,17,36.059379,138.978502,SAITAMAGUNMA_GUNMA,,埼玉県秩父市上吉田３７８９,fish3
大血川溪流観光釣場,,18,35.911178,138.979577,SAITAMAGUNMA_GUNMA,,埼玉県秩父市大滝５１９９−１,fish3
トラウトオン！入川,,19,35.942171,138.835047,SAITAMAGUNMA_GUNMA,,埼玉県秩父市大滝５７１２−３,fish3
"奥秩父源流 中津川渓流釣り場",,20,35.9945,138.801307,SAITAMAGUNMA_GUNMA,,埼玉県秩父市中津川４４７,fish3
つり大陸,,21,35.896225,139.334308,SAITAMAGUNMA_GUNMA,,埼玉県日高市高麗川３丁目６−１４,fish4
黒山園,,22,35.94026,139.247088,SAITAMAGUNMA_GUNMA,,埼玉県入間郡越生町黒山１４４５,fish3
有間渓谷観光釣り場,,23,35.876428,139.148889,SAITAMAGUNMA_GUNMA,,埼玉県飯能市下名栗１８１１−１,fish3
平松へら鮒センター,,24,35.868577,139.351314,SAITAMAGUNMA_GUNMA,,埼玉県飯能市平松２９４−２,fish4
伊古の里フィッシングパーク,,25,36.07261,139.332967,SAITAMAGUNMA_GUNMA,,埼玉県比企郡滑川町伊古１８４６−１,fish3
槻川フィッシングエリア,,26,36.045319,139.284937,SAITAMAGUNMA_GUNMA,,埼玉県比企郡小川町下里,fish3
大門へら釣り場,,27,36.060188,139.306909,SAITAMAGUNMA_GUNMA,,埼玉県比企郡嵐山町志賀１４０７,fish4
元田養鱒場,,28,36.168005,139.11192,SAITAMAGUNMA_GUNMA,,埼玉県本庄市児玉町元田８８−３,fish3
へら鮒村国園,,29,35.941045,139.726649,SAITAMAGUNMA_SAITAMA,,埼玉県さいたま市岩槻区村国１７０,fish4
押掘池,,30,35.950001,139.720838,SAITAMAGUNMA_SAITAMA,,埼玉県さいたま市岩槻区長宮６３９,fish4
武蔵の池,,31,35.931907,139.557899,SAITAMAGUNMA_SAITAMA,,埼玉県さいたま市西区指扇領辻３６,fish4
TSURIBORI弁天閣,,32,35.895128,139.578251,SAITAMAGUNMA_SAITAMA,,埼玉県さいたま市西区二ツ宮３７６,fish3
フィッシングセンターふじくら,,33,36.143415,139.549271,SAITAMAGUNMA_SAITAMA,,埼玉県羽生市下川崎４０６−１,fish4
"つり処 椎の木湖",,34,36.16778,139.600117,SAITAMAGUNMA_SAITAMA,,埼玉県羽生市三田ケ谷２５５１−１,fish4
つりぼり屋越谷店,,35,35.867688,139.778753,SAITAMAGUNMA_SAITAMA,,埼玉県越谷市大間野町３丁目６４−１,fish4
へら管理釣り場三国池,,36,36.17857,139.685121,SAITAMAGUNMA_SAITAMA,,埼玉県加須市伊賀袋397―2,fish4
加須吉沼,,37,36.160196,139.590676,SAITAMAGUNMA_SAITAMA,,埼玉県加須市戸川８５１,fish4
吉川へら鮒センター,,38,35.895986,139.880775,SAITAMAGUNMA_SAITAMA,,埼玉県吉川市平方新田１４５６,fish4
あづま園レジャーセンター,,39,35.836055,139.428043,SAITAMAGUNMA_SAITAMA,,埼玉県狭山市南入曽536−１,fish4
ファミリー釣場,,40,35.8806,139.390959,SAITAMAGUNMA_SAITAMA,,埼玉県狭山市柏原,fish4
中の渕,,41,36.082004,139.433502,SAITAMAGUNMA_SAITAMA,,埼玉県熊谷市小八林,fish4
戸田市道満へら鮒釣場,,42,35.828948,139.629117,SAITAMAGUNMA_SAITAMA,,埼玉県戸田市重瀬７４５,fish4
室内つり堀誠,,43,36.162176,139.479328,SAITAMAGUNMA_SAITAMA,,埼玉県行田市小見６２８−１,fish4
古代蓮の里釣り堀,,44,36.132891,139.499011,SAITAMAGUNMA_SAITAMA,,埼玉県行田市小針２３７５−１,fish4
釣り堀不動池,,45,35.78428,139.888648,SAITAMAGUNMA_SAITAMA,,埼玉県三郷市高州４丁目１４３,fish4
釣船茶屋ざうお所沢店,,46,35.79841,139.48799,SAITAMAGUNMA_SAITAMA,,埼玉県所沢市牛沼４３１−１,fish1
芝川つり堀,,47,35.957566,139.622765,SAITAMAGUNMA_SAITAMA,,埼玉県上尾市原市１７２−１,fish4
"釣り堀 福ちゃん",,48,35.776498,139.544499,SAITAMAGUNMA_SAITAMA,,埼玉県新座市西堀１丁目１１−５３,fish4
釣堀中の島センター,,49,35.867513,139.765249,SAITAMAGUNMA_SAITAMA,,埼玉県川口市藤兵衛新田２５４,fish4
八光園,,50,35.811131,139.754516,SAITAMAGUNMA_SAITAMA,,埼玉県川口市八幡木３丁目２７−１８,fish4
樋の詰園,,51,35.830471,139.592569,SAITAMAGUNMA_SAITAMA,,埼玉県朝霞市宮戸３５４３−３,fish4
朝霞ガーデン,,52,35.816943,139.608244,SAITAMAGUNMA_SAITAMA,,埼玉県朝霞市田島２丁目８−１,fish3
太田ヶ谷沼,,53,35.922481,139.39821,SAITAMAGUNMA_SAITAMA,,埼玉県鶴ヶ島市太田ヶ谷１７０−１,fish4
九頭竜沼,,54,36.017449,139.395797,SAITAMAGUNMA_SAITAMA,,埼玉県東松山市上押垂２２７−３,fish4
日高市市民釣り場,,55,35.881459,139.376907,SAITAMAGUNMA_SAITAMA,,埼玉県日高市大谷沢１８７,fish4
武蔵野釣り堀,,56,35.948564,139.358525,SAITAMAGUNMA_SAITAMA,,埼玉県入間郡毛呂山町西大久保９９５,fish4
川島釣り堀,,57,35.972189,139.474837,SAITAMAGUNMA_SAITAMA,,埼玉県比企郡川島町伊草７３０,fish4
フィッシングステージ彩の国,,58,35.996759,139.465031,SAITAMAGUNMA_SAITAMA,,埼玉県比企郡川島町上八ツ林５３−１,fish3
釣り堀南畑Ｒ463,,59,35.847065,139.57668,SAITAMAGUNMA_SAITAMA,,埼玉県富士見市下南畑２４８１−５,fish4
杉戸フィッシングセンター,,60,36.03574,139.805086,SAITAMAGUNMA_SAITAMA,,埼玉県北葛飾郡杉戸町木野川１４７,fish4
石屋下沼,,61,36.010317,139.504427,SAITAMAGUNMA_SAITAMA,,埼玉県北本市石戸宿７丁目１２８,fish4
西城沼公園釣り池,,62,35.998329,139.656883,SAITAMAGUNMA_SAITAMA,,埼玉県蓮田市城６３７,fish4
つかプーフィッシング,,63,35.822495,139.705212,SAITAMAGUNMA_SAITAMA,,埼玉県蕨市塚越５丁目９−３,fish4
伊藤園,,64,35.790185,139.522965,SAITAMAGUNMA_SAITAMA,,東京都清瀬市中里６丁目４９２,fish4
釣りセンター太公苑,,65,36.196819,139.468817,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡千代田町上中森９３７,fish4
中野沼公園,,66,36.262696,139.487199,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡邑楽町中野５３１６−１,fish4
"やぎゅう FISHING BBQ CAMP PARK",,67,36.204948,139.649313,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡板倉町下五箇２０６０,fish4
古河水郷レクレーション釣クラブ権現沼,,68,36.217603,139.651884,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡板倉町海老瀬４９９３,fish4
海老瀬フィッシングセンター,,69,36.230652,139.64557,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡板倉町海老瀬,fish4
フィッシングパル佐野,,70,36.294748,139.625507,SAITAMAGUNMA_SAITAMA,,栃木県栃木市藤岡町都賀２５３１,fish3
天神池公園,,71,36.209481,139.620974,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡板倉町大高嶋１８４９,fish4
大沢溜,,72,36.358191,139.59889,SAITAMAGUNMA_SAITAMA,,栃木県佐野市栃本町,fish4
えんの溜ふれあいの里,,73,36.384004,139.583965,SAITAMAGUNMA_SAITAMA,,栃木県佐野市山越町,fish4
加賀フィッシングエリア,,74,36.37492,139.546464,SAITAMAGUNMA_SAITAMA,,栃木県佐野市山形町４８,fish3
赤見温泉フィッシングフラワーパーク,,75,36.366072,139.538347,SAITAMAGUNMA_SAITAMA,,栃木県佐野市出流原町１１２５,fish3
田島池,,76,36.288229,139.554824,SAITAMAGUNMA_SAITAMA,,栃木県佐野市田島町８６３,fish4
須花沼,,77,36.402136,139.492284,SAITAMAGUNMA_SAITAMA,,栃木県佐野市,fish4
八重笠沼,,78,36.272164,139.431374,SAITAMAGUNMA_SAITAMA,,群馬県邑楽郡邑楽町石打,fish4
金山湖へら鮒センター,,79,36.317359,139.386193,SAITAMAGUNMA_GUNMA,,群馬県太田市東金井町２２６８,fish4
菅塩沼へら鮒池,,80,36.353756,139.342837,SAITAMAGUNMA_GUNMA,,群馬県太田市菅塩町９５９,fish4
遊水園,,81,36.403869,139.384988,SAITAMAGUNMA_GUNMA,,"栃木県足利市小俣町 白葉 ５４１５ 番地",fish4
福田つりぼり,,82,36.417255,139.40427,SAITAMAGUNMA_GUNMA,,栃木県足利市小俣町３６１７,fish3
足利グリーンパーク,,83,36.416503,139.40574,SAITAMAGUNMA_GUNMA,,栃木県足利市小俣町３６６０−２,fish3
松田憩いの池,,84,36.398539,139.439667,SAITAMAGUNMA_GUNMA,,栃木県足利市松田町１６９５,fish4
名草釣堀,,85,36.422552,139.453886,SAITAMAGUNMA_GUNMA,,栃木県足利市名草上町２３８４,fish3
つりぼり弁天屋,,86,36.428865,139.452366,SAITAMAGUNMA_GUNMA,,栃木県足利市名草上町４７８４,fish3
名草イワナパーク,,87,36.4327,139.45387,SAITAMAGUNMA_GUNMA,,栃木県足利市名草上町２４３１,fish3
釣り堀清滝,,88,36.462027,139.338076,SAITAMAGUNMA_GUNMA,,群馬県桐生市川内町５丁目４２１０,fish3
ホタルの里つりぼり,,89,36.469078,139.302008,SAITAMAGUNMA_GUNMA,,群馬県みどり市大間々町小平５８−１,fish3
峯岸山レジャーセンター,,90,36.40224,139.238129,SAITAMAGUNMA_GUNMA,,群馬県桐生市新里町野１８６,fish4
長岡つりぼり,,91,36.369163,139.240469,SAITAMAGUNMA_GUNMA,,群馬県伊勢崎市国定町２丁目２２０６,fish4
天野沼子供釣り場,,92,36.34211,139.221722,SAITAMAGUNMA_GUNMA,,群馬県伊勢崎市豊城町２８０１,fish4
東山道公園フィッシングエリア,,93,36.31938,139.274647,SAITAMAGUNMA_GUNMA,,群馬県太田市新田大町227番地他,fish3
太田市ふれあい農園,,94,36.262304,139.341771,SAITAMAGUNMA_GUNMA,,"群馬県太田市米沢町５００ 太田市ふれあい農園",fish4
鮎川魚苑,,95,36.191871,138.986195,SAITAMAGUNMA_GUNMA,,群馬県藤岡市上日野２５５６−５,fish3
東谷川ダム,,96,36.214088,138.957106,SAITAMAGUNMA_GUNMA,,群馬県高崎市吉井町東谷,fish3
赤久縄ルアーフライエリア,,97,36.167364,138.873627,SAITAMAGUNMA_GUNMA,,群馬県藤岡市,fish3
ようらく,,98,36.126835,138.834432,SAITAMAGUNMA_GUNMA,,群馬県多野郡神流町平原５７０,fish3
釣りお食事処赤久縄,,99,36.166533,138.863422,SAITAMAGUNMA_GUNMA,,群馬県藤岡市上日野２−２７,fish3
川の駅上野,,100,36.087779,138.724934,SAITAMAGUNMA_GUNMA,,群馬県多野郡上野村楢原３１６−１,fish3
本谷毛ばり釣り専用区,,101,36.059757,138.703748,SAITAMAGUNMA_GUNMA,,群馬県多野郡上野村楢原,fish3
下仁田フィッシングパーク,,102,36.241663,138.78861,SAITAMAGUNMA_GUNMA,,"〒370-2464 群馬県富岡市南蛇井２００８",fish3
碓水釣り堀園,,103,36.350518,138.717168,SAITAMAGUNMA_GUNMA,,群馬県安中市松井田町坂本,fish3
国際ます釣りセンター,,104,36.365336,138.716056,SAITAMAGUNMA_GUNMA,,群馬県安中市松井田町坂本１７６８−７２,fish3
"KRBC Fishing and Camping",,105,36.444399,138.739131,SAITAMAGUNMA_GUNMA,,群馬県高崎市倉渕町川浦３９００−１５６,fish3
中関つりぼり,,106,36.360307,138.82085,SAITAMAGUNMA_GUNMA,,群馬県安中市西上秋間９４８−１,fish3
榛名高原つり堀センター,,107,36.427601,138.896681,SAITAMAGUNMA_GUNMA,,群馬県高崎市箕郷町中野１９７８,fish3
釣りキチけん太,,108,36.394084,138.951398,SAITAMAGUNMA_GUNMA,,群馬県高崎市箕郷町上芝１０４０−７,fish3
乗附緑地,,109,36.328057,138.973006,SAITAMAGUNMA_GUNMA,,"群馬県高崎市乗附町１２７８ 乗附緑地",fish4
日の出つりぼり,,110,36.431633,139.126005,SAITAMAGUNMA_GUNMA,,群馬県前橋市小坂子町１８７４−２,fish3
大崎つりぼり,,111,36.468078,139.156947,SAITAMAGUNMA_GUNMA,,群馬県前橋市柏倉町１９６６,fish3
フック,,112,36.480689,139.181754,SAITAMAGUNMA_GUNMA,,群馬県前橋市三夜沢町４１５,fish3
清流の里,,113,36.474347,139.175958,SAITAMAGUNMA_GUNMA,,群馬県前橋市三夜沢町６６,fish3
宮城アングラーズヴィレッジ,,114,36.446694,139.187375,SAITAMAGUNMA_GUNMA,,群馬県前橋市苗ヶ島町１９５０,fish3
六本木つり堀,,115,36.468502,139.154039,SAITAMAGUNMA_GUNMA,,群馬県前橋市柏倉町１９７６−２,fish3
アングラーズベース赤城山,,116,36.467672,139.156968,SAITAMAGUNMA_GUNMA,,群馬県前橋市柏倉町１９６４,fish3
西野牧場,,117,36.472461,139.151475,SAITAMAGUNMA_GUNMA,,群馬県前橋市柏倉町１７００,fish3
つるおか釣り堀,,118,36.46318,139.182524,SAITAMAGUNMA_GUNMA,,群馬県前橋市鼻毛石町２１８０−２,fish4
押切場つり堀,,119,36.452905,138.575086,SAITAMAGUNMA_GUNMA,,群馬県吾妻郡嬬恋村鎌原,fish3
源流釣り場人間牧場,,120,36.454877,138.574768,SAITAMAGUNMA_GUNMA,,群馬県吾妻郡長野原町町北軽井沢1990-807,fish3
鎌原つりぼり,,121,36.50673,138.550145,SAITAMAGUNMA_GUNMA,,群馬県吾妻郡嬬恋村鎌原１０４３−２,fish3
西楽園,,122,36.625449,138.585883,SAITAMAGUNMA_GUNMA,,群馬県吾妻郡草津町草津４６４,fish3
十二の杜釣り堀,,123,36.606915,138.656538,SAITAMAGUNMA_GUNMA,,群馬県吾妻郡中之条町入山４０４９−２９,fish3
晩釣せせらぎ公園,,124,36.621401,138.76212,SAITAMAGUNMA_GUNMA,,群馬県吾妻郡中之条町上沢渡,fish3
恋越親水公園,,125,36.687349,138.875953,SAITAMAGUNMA_GUNMA,,群馬県利根郡みなかみ町西峰須川１７２７,fish3
片品川国際マス釣場,,126,36.62023,139.045251,SAITAMAGUNMA_GUNMA,,群馬県沼田市新町君ヶ原甲８８,fish3
片品川国際マス第二釣場,,127,36.623929,139.048274,SAITAMAGUNMA_GUNMA,,群馬県沼田市新町５４２−３,fish3
発知渓流つりセンター,,128,36.698912,139.066283,SAITAMAGUNMA_GUNMA,,群馬県沼田市発知新田町甲２６９,fish3
フィッシングポイントベリーズ迦葉山,,129,36.690255,139.066218,SAITAMAGUNMA_GUNMA,,群馬県沼田市奈良町１３７７,fish3
川場フィッシングプラザ,,130,36.689831,139.106588,SAITAMAGUNMA_GUNMA,,群馬県利根郡川場村萩室６３,fish3
川場キングダムフィッシング,,131,36.708831,139.115433,SAITAMAGUNMA_GUNMA,,群馬県利根郡川場村川場湯原５４６,fish3
おくとねフィッシングパーク,,132,36.666595,139.15413,SAITAMAGUNMA_GUNMA,,群馬県沼田市白沢町生枝８５７,fish3
(株)日本イワナセンター,,133,36.609532,139.193559,SAITAMAGUNMA_GUNMA,,群馬県沼田市利根町根利１９９４,fish3
黒保根フィッシング,,134,36.561314,139.252308,SAITAMAGUNMA_GUNMA,,群馬県桐生市黒保根町下田沢1874ｰ1,fish3
釣り場恵比寿,,135,36.550438,139.244994,SAITAMAGUNMA_GUNMA,,群馬県桐生市黒保根町下田沢１６６７−２,fish3
シャロムの森,,136,36.581708,139.439034,SAITAMAGUNMA_GUNMA,,群馬県みどり市東町沢入１３０８,fish3
"BRGD POND",,137,36.433369,139.072677,SAITAMAGUNMA_GUNMA,,群馬県前橋市青柳町１００２−１,fish6
アングラーズプラッツ,,138,36.433206,139.125531,SAITAMAGUNMA_GUNMA,,群馬県前橋市小坂子町１７８,fish3
バーベキューガーデン白水,,139,36.475966,139.109852,SAITAMAGUNMA_GUNMA,,群馬県前橋市富士見町赤城山１０７４−５,fish3
三ツ寺公園ひょうたん池,,140,36.382493,138.998589,SAITAMAGUNMA_GUNMA,,群馬県高崎市三ツ寺町１０８９,fish4
