group,name,lat,lng,notes,icon,areaId
セリア,花見川作新台店,35.69416,140.08177,千葉県千葉市花見川区作新台4-4-2光ビル 2F,shop4,CHIBA_UCHIBOU
セリア,西友新検見川店,35.65159,140.07164,千葉県千葉市花見川区南花園2-6-1西友新検見川店 5F,shop4,CHIBA_UCHIBOU
DAISO,イトーヨーカドー幕張店,35.65641,140.05116,千葉県千葉市花見川区幕張町4-417-25 2階,shop4,CHIBA_UCHIBOU
DAISO,くすりの福太郎幕張本郷6丁目店,35.6745,140.04459,千葉県千葉市花見川区幕張本郷6-24-21,shop4,CHIBA_UCHIBOU
セリア,千葉桜木店,35.6214,140.15425,千葉県千葉市若葉区桜木5-2-8,shop4,CHIBA_UCHIBOU
DAISO,くすりの福太郎千葉桜木店,35.63012,140.15869,千葉県千葉市若葉区桜木6-19-68,shop4,CHIBA_UCHIBOU
DAISO,ちば若松町店,35.65368,140.15379,千葉県千葉市若葉区若松町934-1,shop4,CHIBA_UCHIBOU
セリア,西友都賀店,35.63718,140.14645,千葉県千葉市若葉区西都賀2-2-2西友都賀店 3F,shop4,CHIBA_UCHIBOU
セリア,イコアス千城台店,35.62267,140.18918,千葉県千葉市若葉区千城台北3-21-1イコアス千城台店 3F,shop4,CHIBA_UCHIBOU
DAISO,大宮台店,35.59871,140.18257,千葉県千葉市若葉区大宮台7-3208-6,shop4,CHIBA_UCHIBOU
DAISO,コープ千葉東寺山店,35.62981,140.12753,千葉県千葉市若葉区東寺山町422-1コープ千葉東寺山店 2階,shop4,CHIBA_UCHIBOU
DAISO,千葉若葉店,35.62576,140.12854,千葉県千葉市若葉区東寺山町777番54,shop4,CHIBA_UCHIBOU
セリア,西友西千葉店,35.62192,140.10237,千葉県千葉市中央区春日2-20-9西友西千葉店 3F,shop4,CHIBA_UCHIBOU
DAISO,千葉駅西口店,35.61314,140.11092,千葉県千葉市中央区新千葉2-2-1,shop4,CHIBA_UCHIBOU
セリア,そごう千葉店,35.61112,140.11357,千葉県千葉市中央区新町1000そごう千葉店 B1F,shop4,CHIBA_UCHIBOU
セリア,ライフガーデン仁戸名店,35.57981,140.1638,千葉県千葉市中央区仁戸名町698-11ライフガーデン仁戸名内,shop4,CHIBA_UCHIBOU
DAISO,マミーマート仁戸名店,35.57737,140.16614,千葉県千葉市中央区仁戸名町720-34,shop4,CHIBA_UCHIBOU
,フィッシングガレージ・ブラック,35.60344,140.14862,千葉県千葉市中央区星久喜町157-3,shop0,CHIBA_UCHIBOU
DAISO,やまや青葉の森公園店,35.59706,140.13596,千葉県千葉市中央区青葉町1265-3,shop4,CHIBA_UCHIBOU
DAISO,リブレ京成千葉寺店,35.5909,140.1329,千葉県千葉市中央区千葉寺町971-7 リブレ京成千葉寺2階,shop4,CHIBA_UCHIBOU
タックルベリー,千葉蘇我店,35.57467,140.12413,千葉県千葉市中央区川崎町1-23,shop2,CHIBA_UCHIBOU
ポイント,千葉蘇我店,35.57467,140.12413,千葉県千葉市中央区川崎町1-34 GLOBO(グローボ)内,shop2,CHIBA_UCHIBOU
DAISO,グローボ蘇我店,35.57467,140.12413,千葉県千葉市中央区川崎町1-34グローボ蘇我店1階,shop4,CHIBA_UCHIBOU
